65, -96
64.98, -29.515
64.5, -23.875
63, -17.5
61.08, -12.94
58.52, -8.86
55.33, -5.29
52.5625, -3.0625
48.3825, -0.7225
44.88, 0.56
39.72, 1.64
34, 2
23.75, 0.9375
20.07, -0.0825
15, -2.25
11.92, -4.12
7.75, -7.5625
2, -15
17, -26
20.99, -20.8025
23.71, -18.8225
26.75, -17.5625
30.11, -17.0225
34.33, -17.27
37.5325, -18.2675
40, -20
42.0925, -24.6125
42.97, -31.25
43, -96
